1.0000000000000000e-03	-2.0761953294277191e-01	-2.1333394050598145e+00	-4.1034111976623535e+00	-5.3748086094856262e-02	-5.3460323810577393e-01	4.1364547610282898e-01	
6.0000000000000001e-03	-1.5712344646453857e-01	-2.1523666381835938e+00	-4.2042307853698730e+00	-4.5792073011398315e-02	-5.3420728445053101e-01	4.1146147251129150e-01	
1.2000000000000000e-02	-2.2453476488590240e-01	-2.1573059558868408e+00	-4.1442689895629883e+00	-4.0850464254617691e-02	-5.3996247053146362e-01	4.0390625596046448e-01	
1.7000000000000001e-02	3.0048047192394733e-03	-2.3977239131927490e+00	-3.9564926624298096e+00	-4.2621668428182602e-02	-5.3118324279785156e-01	4.1532787680625916e-01	
2.1999999999999999e-02	-2.2945956885814667e-01	-2.0478897094726562e+00	-4.2355747222900391e+00	-2.8968045487999916e-02	-5.3502327203750610e-01	3.9691504836082458e-01	
2.5999999999999999e-02	4.4985670596361160e-02	-3.0041089057922363e+00	-4.5620427131652832e+00	-4.0552865713834763e-02	-5.3928089141845703e-01	3.9386942982673645e-01	
3.1000000000000000e-02	1.0076176375150681e-01	-2.8623838424682617e+00	-4.5582408905029297e+00	-2.5132840499281883e-02	-5.3900486230850220e-01	3.7986299395561218e-01	
3.5999999999999997e-02	5.3514325618743896e-01	-3.0947473049163818e+00	-4.6349639892578125e+00	-2.5975242257118225e-02	-5.3542405366897583e-01	3.8004061579704285e-01	
4.1000000000000002e-02	2.7256363630294800e-01	-3.0065279006958008e+00	-4.6188554763793945e+00	-1.5410424210131168e-02	-5.1828080415725708e-01	3.5488137602806091e-01	
4.5999999999999999e-02	6.2557542324066162e-01	-2.6643738746643066e+00	-4.4786281585693359e+00	-1.0440017096698284e-02	-5.0331681966781616e-01	3.5705578327178955e-01	
5.0999999999999997e-02	6.4151144027709961e-01	-2.9680464267730713e+00	-4.4573736190795898e+00	-7.3176114819943905e-03	-4.9173200130462646e-01	3.3484372496604919e-01	
5.6000000000000001e-02	7.4837881326675415e-01	-3.3541541099548340e+00	-4.3812260627746582e+00	-7.3032118380069733e-03	-4.8249676823616028e-01	3.1724211573600769e-01	
6.0999999999999999e-02	1.0452688932418823e+00	-3.4536919593811035e+00	-4.5840263366699219e+00	-5.5032088421285152e-03	-4.7361674904823303e-01	3.0279168486595154e-01	
7.0999999999999994e-02	1.2666451930999756e+00	-3.4153110980987549e+00	-4.4561352729797363e+00	6.9600110873579979e-03	-4.5533353090286255e-01	2.8521645069122314e-01	
7.4999999999999997e-02	1.3284116983413696e+00	-3.6749866008758545e+00	-4.4383749961853027e+00	7.4328118935227394e-03	-4.4747591018676758e-01	2.7110204100608826e-01	
8.0000000000000002e-02	1.3804438114166260e+00	-3.7493004798889160e+00	-4.5538439750671387e+00	1.4594423584640026e-02	-4.3838229775428772e-01	2.6563721895217896e-01	
