0.0000000000000000e+00	5.0000000000000000e+00	5.0000000000000000e+00	5.5922591686248781e-02	
1.0000000000000000e-02	5.0000000000000000e+00	5.0000000000000000e+00	1.1184518337249756e-01	
2.0000000000000000e-02	5.0000000000000000e+00	5.0000000000000000e+00	1.6776777505874635e-01	
2.9999999999999999e-02	5.0000000000000000e+00	5.0000000000000000e+00	2.2369036674499512e-01	
4.0000000000000001e-02	5.0000000000000000e+00	5.0000000000000000e+00	2.7961295843124390e-01	
5.0000000000000003e-02	5.0000000000000000e+00	5.0000000000000000e+00	3.3553555011749270e-01	
5.9999999999999998e-02	5.0000000000000000e+00	5.0000000000000000e+00	3.9145814180374144e-01	
7.0000000000000007e-02	5.0000000000000000e+00	5.0000000000000000e+00	3.9159761123592035e-01	
8.0000000000000002e-02	5.0000000000000000e+00	5.0000000000000000e+00	3.9152349921641871e-01	
8.9999999999999997e-02	5.0000000000000000e+00	5.0000000000000000e+00	3.9144938719691708e-01	
1.0000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	3.3447663431288677e-01	
1.1000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	2.7705675401957708e-01	
1.2000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	2.1977937837364153e-01	
1.3000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	1.6209257153095677e-01	
1.4000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	1.0440576468827203e-01	
1.4999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	4.6442842681426552e-02	
1.6000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.1602958280127496e-02	
1.7000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.4367224788293243e-02	
1.7999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.7205239250324668e-02	
1.9000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.0043253712356091e-02	
2.0000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.1834460832178593e-02	
2.0999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.3190050199627877e-02	
2.2000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.4871323443949222e-02	
2.3000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.6580881141126157e-02	
2.3999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.8290438838303088e-02	
2.5000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.0171456374228002e-02	
2.6000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.1926818937063214e-02	
2.7000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.2891449332237241e-02	
2.8000000000000003e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3386406302452085e-02	
2.8999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3881363272666928e-02	
2.9999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.4005789086222649e-02	
3.1000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3896099776029587e-02	
3.2000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3846240490674973e-02	
3.3000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3101344108581544e-02	
3.4000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.2356447726488116e-02	
3.4999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.1191502325236799e-02	
3.5999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.0681879632174967e-02	
3.7000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.0454635061323641e-02	
3.8000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.0075215362012388e-02	
3.9000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.9695795662701131e-02	
4.0000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.9698076285421850e-02	
4.0999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.0611056648194791e-02	
4.1999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.2175550051033494e-02	
4.2999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3495067246258260e-02	
4.4000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.4814584441483019e-02	
4.5000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.4742920100688933e-02	
4.6000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3839218690991400e-02	
4.6999999999999997e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3579016104340553e-02	
4.7999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3417534455657004e-02	
4.8999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3256052806973455e-02	
5.0000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.4515080973505974e-02	
5.1000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.5086014866828920e-02	
5.2000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3563594892621042e-02	
5.3000000000000003e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.2543472573161127e-02	
5.4000000000000004e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.2182643935084340e-02	
5.5000000000000004e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.3223614841699597e-02	
5.6000000000000005e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.4484076127409932e-02	
5.6999999999999995e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.6183974146842955e-02	
5.7999999999999996e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.8119670376181601e-02	
5.8999999999999997e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.0640277042984965e-02	
5.9999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.1799962893128394e-02	
6.0999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.3887459486722943e-02	
6.2000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.8052729666233064e-02	
6.3000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.2217999845743178e-02	
6.4000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.5728482455015181e-02	
6.5000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.8262123167514800e-02	
6.6000000000000003e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.9564755111932752e-02	
6.7000000000000004e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.8905728533864020e-02	
6.8000000000000005e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.8246701955795288e-02	
6.8999999999999995e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.6795204058289528e-02	
6.9999999999999996e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.5758223310112952e-02	
7.0999999999999996e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.3793431818485261e-02	
7.1999999999999997e-01	5.0000000000000000e+00	5.0000000000000000e+00	-5.1126391813158992e-02	
7.2999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.8459499329328540e-02	
7.3999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.5788100734353063e-02	
7.5000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.3065886572003366e-02	
7.6000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-4.1574681177735329e-02	
7.7000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.9193411357700825e-02	
7.8000000000000003e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.6812141537666321e-02	
7.9000000000000004e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.4486456215381621e-02	
8.0000000000000004e-01	5.0000000000000000e+00	5.0000000000000000e+00	-3.1781137548387052e-02	
8.1000000000000005e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.9140598326921462e-02	
8.1999999999999995e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.6361793652176856e-02	
8.2999999999999996e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.3582841455936431e-02	
8.3999999999999997e-01	5.0000000000000000e+00	5.0000000000000000e+00	-2.0829707756638526e-02	
8.4999999999999998e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.8981090560555459e-02	
8.5999999999999999e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.6992711834609507e-02	
8.7000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.6674567013978958e-02	
8.8000000000000000e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.6356422193348409e-02	
8.9000000000000001e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.6020168736577033e-02	
9.0000000000000002e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.5482916310429574e-02	
9.1000000000000003e-01	5.0000000000000000e+00	5.0000000000000000e+00	-1.4880884438753128e-02	
9.2000000000000004e-01	5.0000000000000000e+00	1.0000000000000000e+01	-1.4226788841187953e-02	
9.3000000000000005e-01	5.0000000000000000e+00	1.0000000000000000e+01	-1.3711279444396495e-02	
