6.0000000000000001e-03	6.3517540693283081e-01	-4.8143835067749023e+00	-5.1277523040771484e+00	1.0333216190338135e-01	1.4791223220527172e-02	2.2916916012763977e-01	
1.0999999999999999e-02	6.0925537347793579e-01	-4.7933502197265625e+00	-5.1723732948303223e+00	1.0057695955038071e-01	1.2801620177924633e-02	2.3199877142906189e-01	
1.6000000000000000e-02	5.3959769010543823e-01	-4.7838988304138184e+00	-5.1068243980407715e+00	9.8289757966995239e-02	7.4928118847310543e-03	2.4014198780059814e-01	
2.1000000000000001e-02	6.8083310127258301e-01	-4.8432555198669434e+00	-5.0905809402465820e+00	9.5503352582454681e-02	5.1960083656013012e-03	2.4188677966594696e-01	
2.5999999999999999e-02	6.4231783151626587e-01	-4.5884041786193848e+00	-5.0056114196777344e+00	9.4852954149246216e-02	4.7136074863374233e-03	2.4568119645118713e-01	
3.1000000000000000e-02	6.9100910425186157e-01	-4.8260669708251953e+00	-5.0533328056335449e+00	8.8428139686584473e-02	2.5080039631575346e-03	2.4760599434375763e-01	
3.5999999999999997e-02	7.3507314920425415e-01	-4.5255384445190430e+00	-5.1765203475952148e+00	8.7763339281082153e-02	4.3392069637775421e-03	2.4645879864692688e-01	
4.0000000000000001e-02	6.2845540046691895e-01	-4.4736886024475098e+00	-5.2822742462158203e+00	8.5413739085197449e-02	7.7808126807212830e-03	2.4989800155162811e-01	
4.4999999999999998e-02	7.0414191484451294e-01	-4.3987126350402832e+00	-4.9538574218750000e+00	8.1235326826572418e-02	6.5280105918645859e-03	2.4684999883174896e-01	
5.0999999999999997e-02	6.8668907880783081e-01	-4.3778614997863770e+00	-5.0836496353149414e+00	7.8429728746414185e-02	6.3120098784565926e-03	2.4952599406242371e-01	
5.5000000000000000e-02	6.5374183654785156e-01	-4.3170695304870605e+00	-5.0828623771667480e+00	7.4472121894359589e-02	7.4136117473244667e-03	2.4646119773387909e-01	
5.9999999999999998e-02	6.6700905561447144e-01	-4.1899700164794922e+00	-4.9107532501220703e+00	7.2016917169094086e-02	9.9432161077857018e-03	2.4578678607940674e-01	
