1.0000000000000000e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
1.0000000000000000e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
2.0000000000000000e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
2.9999999999999999e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
4.0000000000000001e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
5.0000000000000003e-02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	
6.0999999999999999e-02	5.2999863401055336e-03	4.7420067712664604e-03	-1.6737178666517138e-03	-1.6565452814102173e+00	-2.6260939240455627e-01	2.2043175697326660e+00	8.3682751283049583e-03	-5.5761524708941579e-04	-3.6264874506741762e-03	6.8737816810607910e-01	3.9434310793876648e-01	2.1107392311096191e+00	-5.3000007756054401e-03	1.9524201052263379e-03	-1.3948093401268125e-03	1.6478613018989563e-01	-2.3291794955730438e-01	2.2225708961486816e+00	5.5789304897189140e-03	-1.1157367844134569e-03	-1.6735839890316129e-03	-1.7719063907861710e-02	1.8871279433369637e-02	2.2315511703491211e+00	
7.0999999999999994e-02	1.7612716183066368e-02	1.5229532495141029e-02	-6.3105695880949497e-03	-5.4182424545288086e+00	-8.5839200019836426e-01	7.2133226394653320e+00	2.7089428156614304e-02	-1.5441855648532510e-03	-1.0465773753821850e-02	2.2435786724090576e+00	1.3041424751281738e+00	6.9029440879821777e+00	-1.6496831551194191e-02	6.1062914319336414e-03	-3.7248542066663504e-03	5.3425788879394531e-01	-7.6234734058380127e-01	7.2777748107910156e+00	1.6572251915931702e-02	-4.4860062189400196e-03	-5.4731075651943684e-03	-4.8841085284948349e-02	7.1220800280570984e-02	7.2937917709350586e+00	
8.0000000000000002e-02	1.7612716183066368e-02	1.5229532495141029e-02	-6.3105695880949497e-03	-5.4182424545288086e+00	-8.5839200019836426e-01	7.2133226394653320e+00	2.7089428156614304e-02	-1.5441855648532510e-03	-1.0465773753821850e-02	2.2435786724090576e+00	1.3041424751281738e+00	6.9029440879821777e+00	-2.1337091922760010e-02	8.2638356834650040e-03	-3.5397340543568134e-03	7.6349484920501709e-01	-1.1016161441802979e+00	1.0466375350952148e+01	1.9632380455732346e-02	-7.9812910407781601e-03	-7.0279780775308609e-03	-6.2178734689950943e-02	1.2018705904483795e-01	1.0482801437377930e+01	
9.0999999999999998e-02	2.5822799652814865e-02	2.1096821874380112e-02	-8.6502991616725922e-03	-7.8015408515930176e+00	-1.2188392877578735e+00	1.0369197845458984e+01	3.7582691758871078e-02	-1.7064658459275961e-03	-1.1646880768239498e-02	3.2249925136566162e+00	1.9061229228973389e+00	9.9198131561279297e+00	-2.1337091922760010e-02	8.2638356834650040e-03	-3.5397340543568134e-03	7.6349484920501709e-01	-1.1016161441802979e+00	1.0466375350952148e+01	1.9632380455732346e-02	-7.9812910407781601e-03	-7.0279780775308609e-03	-6.2178734689950943e-02	1.2018705904483795e-01	1.0482801437377930e+01	
