5.0000000000000001e-03	3.1920819282531738e+00	1.9048542976379395e+00	2.0491232872009277e+00	-6.1639297753572464e-02	2.0065471529960632e-01	-3.5383737087249756e-01	
1.6000000000000000e-02	3.1920819282531738e+00	1.9048542976379395e+00	2.0491232872009277e+00	-6.1639297753572464e-02	2.0065471529960632e-01	-3.5383737087249756e-01	
2.1000000000000001e-02	3.3574326038360596e+00	1.9653487205505371e+00	1.8737597465515137e+00	-5.7607293128967285e-02	2.0896112918853760e-01	-3.6743098497390747e-01	
2.1000000000000001e-02	3.9499070644378662e+00	1.8818813562393188e+00	1.8046685457229614e+00	-6.0172896832227707e-02	2.3307637870311737e-01	-3.9669904112815857e-01	
2.7000000000000000e-02	4.2703938484191895e+00	1.9240255355834961e+00	1.5854809284210205e+00	-5.0383280962705612e-02	2.4706119298934937e-01	-4.2073985934257507e-01	
3.2000000000000001e-02	4.1895236968994141e+00	1.1766163110733032e+00	1.2571412324905396e+00	-5.9056892991065979e-02	2.5230279564857483e-01	-4.1855105757713318e-01	
3.6999999999999998e-02	4.2628293037414551e+00	1.2212419509887695e+00	1.3527669906616211e+00	-5.4799288511276245e-02	2.5464761257171631e-01	-3.9026701450347900e-01	
5.0999999999999997e-02	4.2628293037414551e+00	1.2212419509887695e+00	1.3527669906616211e+00	-5.4799288511276245e-02	2.5464761257171631e-01	-3.9026701450347900e-01	
5.7000000000000002e-02	4.6512074470520020e+00	1.7539323568344116e+00	1.4023414850234985e+00	-6.0753695666790009e-02	2.6142761111259460e-01	-3.8724303245544434e-01	
5.7000000000000002e-02	4.1525635719299316e+00	1.3468486070632935e+00	2.3196613788604736e+00	-4.6478472650051117e-02	2.9514285922050476e-01	-3.8551500439643860e-01	
6.2000000000000000e-02	2.9209005832672119e+00	1.6174633502960205e+00	2.0984482765197754e+00	-5.1777683198451996e-02	3.1297248601913452e-01	-3.6010378599166870e-01	
6.7000000000000004e-02	2.3686692714691162e+00	1.1555106639862061e+00	1.3329621553421021e+00	-5.5651288479566574e-02	2.6813083887100220e-01	-3.3967015147209167e-01	
7.1999999999999995e-02	3.4700598716735840e+00	1.1465826034545898e+00	5.1013523340225220e-01	-5.4705686867237091e-02	2.1216033399105072e-01	-3.2730293273925781e-01	
7.6999999999999999e-02	3.7180666923522949e+00	1.0512304306030273e+00	6.7002350091934204e-01	-6.0710497200489044e-02	1.8586589395999908e-01	-3.1085088849067688e-01	
8.2000000000000003e-02	3.9293439388275146e+00	1.6019498109817505e+00	1.2256627082824707e+00	-4.4306471943855286e-02	1.7792189121246338e-01	-3.0380928516387939e-01	
8.6999999999999994e-02	4.0752067565917969e+00	1.1561778783798218e+00	1.7768188714981079e+00	-5.0990480929613113e-02	1.8904350697994232e-01	-2.7613964676856995e-01	
9.1999999999999998e-02	3.5141432285308838e+00	8.0990052223205566e-01	2.2050659656524658e+00	-5.0968881696462631e-02	2.1247954666614532e-01	-2.5200760364532471e-01	
9.7000000000000003e-02	2.5089063644409180e+00	1.9640047550201416e+00	1.2838004827499390e+00	-4.6610474586486816e-02	2.0398592948913574e-01	-2.2885236144065857e-01	
